Category Code 	Description
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Stochiometric Engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Heavy - Duty Vehicles: Lean Burn Engine (compare with diesel)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for US Light- and Heavy- Duty LPG Vehicles (Passenger Cars): Stoichiometric engine (compare with gasoline)
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.3.b - Road Transportation	Estimated emission factors for European LPG Passenger Cars
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Default Marine Emission Factors
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Default Marine Emission Factors
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Default Marine Emission Factors
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Default Marine Emission Factors
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Default Marine Emission Factors
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
1.A.4.c.ii - Off-road Vehicles and Other Machinery	Estimated emission factors for US Non-Road Mobile Sources and Machinery
